motif,motif_length,support,prevalence,question_coverage,success_present,failure_present,success_rate_present,success_rate_absent,support_difference,lift_overall_success,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high,fisher_p_value,fdr_q_value,avg_stage_position,stage_bucket,avg_trace_length_present,noise_cooccurrence_rate,top_neighbor_motifs
strategy:equate-exponents action:compare,2,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.481215,middle,10.600000,0.000000,action:apply-formula milestone:applied:power-of-a-power || milestone:equation-simplified strategy:equate-exponents action:compare || milestone:equation-simplified strategy:equate-exponents || strategy:use-exponent-rule action:apply-formula milestone:applied:power-of-a-power || strategy:use-exponent-rule action:apply-formula
action:simplify milestone:key-relation:rationalized-terms action:rewrite,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.097575,early,16.666667,0.000000,milestone:key-relation:rationalized-terms action:rewrite || action:simplify milestone:key-relation:rationalized-terms || action:combine milestone:key-relation:combined-like-terms || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:compute milestone:computed:sum-abc
milestone:key-relation:rationalized-terms action:rewrite,2,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.159905,early,16.666667,0.000000,action:simplify milestone:key-relation:rationalized-terms action:rewrite || action:simplify milestone:key-relation:rationalized-terms || action:combine milestone:key-relation:combined-like-terms || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:compute milestone:computed:sum-abc
action:simplify milestone:key-relation:rationalized-terms,2,16,0.035556,1,16,0,1.000000,0.647465,0.352535,1.515152,17.994671,1.072152,302.016929,0.00191580,0.00496055,0.090846,early,16.437500,0.000000,action:combine milestone:key-relation:combined-like-terms || milestone:reduced-to:single-fraction milestone:derived:closed-form || milestone:key-relation:rationalized-terms action:rewrite || action:simplify milestone:key-relation:rationalized-terms action:rewrite || milestone:computed:sum-abc action:conclude
strategy:combine-like-terms action:combine milestone:key-relation:combined-like-terms,3,10,0.022222,1,10,0,1.000000,0.652273,0.347727,1.515152,11.212174,0.652565,192.644271,0.01845094,0.02962853,0.298941,early,16.300000,0.000000,strategy:combine-like-terms action:combine || action:combine milestone:key-relation:combined-like-terms || strategy:common-denominator action:compute || milestone:reduced-to:single-fraction milestone:derived:closed-form || milestone:computed:sum-abc action:conclude
action:rewrite strategy:combine-like-terms,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.210608,early,16.500000,0.000000,strategy:common-denominator action:compute || strategy:combine-like-terms action:combine milestone:key-relation:combined-like-terms || strategy:combine-like-terms action:combine || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:rewrite strategy:combine-like-terms action:combine
action:rewrite strategy:combine-like-terms action:combine,3,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.226862,early,16.500000,0.000000,strategy:common-denominator action:compute || strategy:combine-like-terms action:combine milestone:key-relation:combined-like-terms || strategy:combine-like-terms action:combine || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:rewrite strategy:combine-like-terms
milestone:key-relation:combined-like-terms strategy:common-denominator,2,13,0.028889,1,13,0,1.000000,0.649886,0.350114,1.515152,14.567663,0.860075,246.742056,0.00580935,0.01130678,0.491220,middle,15.846154,0.000000,action:combine milestone:key-relation:combined-like-terms strategy:common-denominator || action:combine milestone:key-relation:combined-like-terms || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:combine milestone:reduced-to:single-fraction || strategy:common-denominator action:compute
milestone:key-relation:combined-like-terms strategy:common-denominator action:compute,3,11,0.024444,1,11,0,1.000000,0.651481,0.348519,1.515152,12.322862,0.721229,210.547351,0.01900313,0.02962853,0.532013,middle,16.090909,0.000000,strategy:common-denominator action:compute || milestone:key-relation:combined-like-terms strategy:common-denominator || action:combine milestone:reduced-to:single-fraction || action:combine milestone:key-relation:combined-like-terms strategy:common-denominator || action:combine milestone:key-relation:combined-like-terms
action:combine milestone:key-relation:combined-like-terms strategy:common-denominator,3,13,0.028889,1,13,0,1.000000,0.649886,0.350114,1.515152,14.567663,0.860075,246.742056,0.00580935,0.01130678,0.450448,middle,15.846154,0.000000,milestone:key-relation:combined-like-terms strategy:common-denominator || action:combine milestone:key-relation:combined-like-terms || milestone:reduced-to:single-fraction milestone:derived:closed-form || action:combine milestone:reduced-to:single-fraction || strategy:common-denominator action:compute
strategy:combine-like-terms action:combine,2,10,0.022222,1,10,0,1.000000,0.652273,0.347727,1.515152,11.212174,0.652565,192.644271,0.01845094,0.02962853,0.277150,early,16.300000,0.000000,strategy:combine-like-terms action:combine milestone:key-relation:combined-like-terms || action:combine milestone:key-relation:combined-like-terms || strategy:common-denominator action:compute || milestone:reduced-to:single-fraction milestone:derived:closed-form || milestone:computed:sum-abc action:conclude
strategy:common-denominator action:combine,2,16,0.035556,2,16,0,1.000000,0.647465,0.352535,1.515152,17.994671,1.072152,302.016929,0.00191580,0.00496055,0.107479,early,20.687500,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:substitute action:expand
action:rewrite action:conclude,2,9,0.020000,1,7,2,0.777778,0.657596,0.120181,1.178451,1.564544,0.368910,6.635208,0.72437983,0.78677959,0.527469,middle,10.111111,0.333333,action:analyze action:rewrite || action:compute action:rewrite || action:analyze action:compute || noise:corrupted-span action:analyze || action:compute action:check-constraint
action:simplify milestone:simplified:fraction,2,12,0.026667,1,0,12,0.000000,0.678082,-0.678082,0.000000,0.019025,0.001118,0.323628,0.00000178,0.00005154,0.990741,late,13.916667,0.083333,action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute || action:compute milestone:derived:coefficient action:compute
milestone:derived:coefficient action:compute,2,17,0.037778,1,2,15,0.117647,0.681293,-0.563646,0.178253,0.075596,0.019578,0.291901,0.00000392,0.00008750,0.423462,middle,12.294118,0.176471,milestone:derived:coefficient action:compute milestone:derived:power-terms || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient action:compute || action:compute milestone:derived:coefficient || strategy:choose-representation action:apply-formula
milestone:derived:coefficient action:compute milestone:derived:power-terms,3,17,0.037778,1,2,15,0.117647,0.681293,-0.563646,0.178253,0.075596,0.019578,0.291901,0.00000392,0.00008750,0.469655,middle,12.294118,0.176471,milestone:derived:coefficient action:compute || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient action:compute || action:compute milestone:derived:coefficient || strategy:choose-representation action:apply-formula
action:compute milestone:derived:coefficient,2,25,0.055556,1,2,23,0.080000,0.694118,-0.614118,0.121212,0.046981,0.012550,0.175881,0.00000000,0.00000006,0.315499,early,13.160000,0.120000,action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute || action:compute milestone:derived:coefficient action:compute || action:compute milestone:derived:closed-form
action:compute milestone:derived:coefficient action:compute,3,17,0.037778,1,2,15,0.117647,0.681293,-0.563646,0.178253,0.075596,0.019578,0.291901,0.00000392,0.00008750,0.360598,middle,12.294118,0.176471,milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || strategy:choose-representation action:apply-formula
milestone:derived:power-terms action:compute,2,9,0.020000,1,1,8,0.111111,0.671202,-0.560091,0.168350,0.086599,0.015092,0.496900,0.00100627,0.00310628,0.591798,middle,12.555556,0.222222,action:compute milestone:derived:power-terms action:compute || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute
action:compute milestone:derived:power-terms action:compute,3,9,0.020000,1,1,8,0.111111,0.671202,-0.560091,0.168350,0.086599,0.015092,0.496900,0.00100627,0.00310628,0.548765,middle,12.555556,0.222222,milestone:derived:power-terms action:compute || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute
action:apply-formula milestone:key-relation:binomial-formula,2,10,0.022222,1,1,9,0.100000,0.672727,-0.572727,0.151515,0.076950,0.013595,0.435568,0.00036561,0.00135933,0.124747,early,12.400000,0.000000,action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || strategy:choose-representation action:apply-formula milestone:key-relation:binomial-formula || strategy:choose-representation action:apply-formula || milestone:derived:coefficient action:compute milestone:derived:power-terms
action:compute milestone:derived:power-terms,2,25,0.055556,1,2,23,0.080000,0.694118,-0.614118,0.121212,0.046981,0.012550,0.175881,0.00000000,0.00000006,0.543123,middle,13.160000,0.120000,action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute || action:compute milestone:derived:coefficient action:compute || action:compute milestone:derived:closed-form
action:compute milestone:derived:closed-form action:compute,3,9,0.020000,3,3,6,0.333333,0.666667,-0.333333,0.505051,0.269688,0.072446,1.003939,0.06778029,0.08546211,0.804680,late,19.333333,0.111111,milestone:derived:closed-form action:compute || action:compute milestone:derived:closed-form || action:rewrite action:compute || milestone:derived:savings action:conclude || action:instantiate action:compute
strategy:choose-representation action:apply-formula milestone:key-relation:binomial-formula,3,8,0.017778,1,1,7,0.125000,0.669683,-0.544683,0.189394,0.098820,0.016930,0.576809,0.00272639,0.00687524,0.013889,early,12.250000,0.000000,strategy:choose-representation action:apply-formula || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || action:apply-formula milestone:key-relation:binomial-formula || milestone:derived:closed-form action:compute
milestone:derived:power-terms action:instantiate,2,9,0.020000,1,1,8,0.111111,0.671202,-0.560091,0.168350,0.086599,0.015092,0.496900,0.00100627,0.00310628,0.654363,middle,12.888889,0.111111,action:compute milestone:derived:power-terms action:instantiate || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute
action:compute milestone:derived:power-terms action:instantiate,3,9,0.020000,1,1,8,0.111111,0.671202,-0.560091,0.168350,0.086599,0.015092,0.496900,0.00100627,0.00310628,0.618898,middle,12.888889,0.111111,milestone:derived:power-terms action:instantiate || action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute
action:compute action:simplify,2,10,0.022222,4,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00021317,0.688112,late,16.400000,0.100000,milestone:derived:closed-form action:compute || action:apply-formula action:compute || milestone:derived:coefficient action:compute milestone:derived:power-terms || milestone:derived:coefficient action:compute || action:compute milestone:derived:power-terms
action:derive-intermediate milestone:derived:closed-form,2,10,0.022222,3,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00021317,0.765747,late,13.500000,0.300000,action:compute milestone:derived:power-terms || action:compute milestone:derived:coefficient || milestone:derived:closed-form action:compute || strategy:choose-representation action:apply-formula || strategy:choose-representation action:apply-formula milestone:key-relation:binomial-formula
action:compute action:instantiate action:compute,3,11,0.024444,3,0,11,0.000000,0.676538,-0.676538,0.000000,0.020826,0.001219,0.355916,0.00000549,0.00009959,0.339595,early,25.818182,0.000000,action:instantiate action:compute || action:compute action:instantiate || action:instantiate action:compute action:instantiate || action:compute action:derive-intermediate || action:instantiate action:compute action:derive-intermediate
action:derive-intermediate action:rewrite,2,9,0.020000,2,7,2,0.777778,0.657596,0.120181,1.178451,1.564544,0.368910,6.635208,0.72437983,0.78677959,0.443501,middle,13.555556,0.000000,action:apply-formula action:derive-intermediate || action:rewrite action:simplify || action:compute milestone:derived:closed-form || action:check-constraint action:conclude || action:apply-formula action:rewrite
strategy:reduce-to-known-form action:apply-formula,2,9,0.020000,2,6,3,0.666667,0.659864,0.006803,1.010101,0.958834,0.257609,3.568829,1.00000000,1.00000000,0.156926,early,12.000000,0.222222,action:apply-formula action:derive-intermediate || action:apply-formula action:rewrite || action:rewrite action:apply-formula || strategy:set-subgoal action:apply-formula || action:rewrite action:simplify
action:collect-like-terms strategy:coefficient-matching milestone:key-relation:c+d=4,3,13,0.028889,1,13,0,1.000000,0.649886,0.350114,1.515152,14.567663,0.860075,246.742056,0.00580935,0.01130678,0.305288,early,20.153846,0.000000,strategy:coefficient-matching milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || strategy:coefficient-matching milestone:key-relation:c+d=4 || milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || action:substitute action:expand action:collect-like-terms || action:substitute action:expand
action:solve action:substitute,2,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00027277,0.623881,middle,21.080000,0.000000,action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:equate action:expand action:collect-like-terms || action:equate action:expand
milestone:product:cd=-5 action:conclude,2,19,0.042222,1,19,0,1.000000,0.645012,0.354988,1.515152,21.495512,1.288872,358.497078,0.00035941,0.00135364,1.000000,late,21.631579,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:solve action:substitute action:compute,3,18,0.040000,1,18,0,1.000000,0.645833,0.354167,1.515152,20.320215,1.216110,339.534386,0.00060766,0.00209787,0.800820,late,21.277778,0.000000,action:substitute action:compute || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms
action:substitute action:compute milestone:system-solved:c=-1-d=5,3,17,0.037778,1,17,0,1.000000,0.646651,0.353349,1.515152,19.153298,1.143871,320.708102,0.00106042,0.00310628,0.858021,late,21.411765,0.000000,action:substitute action:compute || action:solve action:substitute action:compute || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms
action:expand action:collect-like-terms strategy:coefficient-matching,3,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00027277,0.227133,early,21.080000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:substitute action:expand action:collect-like-terms,3,22,0.048889,1,22,0,1.000000,0.642523,0.357477,1.515152,25.072595,1.510353,416.217310,0.00010778,0.00055816,0.637141,middle,21.227273,0.000000,action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms
milestone:system-solved:c=-1-d=5 action:compute,2,21,0.046667,1,21,0,1.000000,0.643357,0.356643,1.515152,23.871609,1.435989,396.837128,0.00019100,0.00089338,0.904413,late,21.428571,0.000000,milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5 || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms
action:compute milestone:system-solved:c=-1-d=5,2,17,0.037778,1,17,0,1.000000,0.646651,0.353349,1.515152,19.153298,1.143871,320.708102,0.00106042,0.00310628,0.865287,late,21.411765,0.000000,action:substitute action:compute milestone:system-solved:c=-1-d=5 || action:substitute action:compute || action:solve action:substitute action:compute || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
action:equate action:expand,2,24,0.053333,1,24,0,1.000000,0.640845,0.359155,1.515152,27.500914,1.660719,455.405328,0.00006347,0.00037563,0.162043,early,21.125000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching
action:expand action:collect-like-terms,2,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00027277,0.215062,early,21.080000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:collect-like-terms strategy:coefficient-matching || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:equate action:expand action:collect-like-terms,3,24,0.053333,1,24,0,1.000000,0.640845,0.359155,1.515152,27.500914,1.660719,455.405328,0.00006347,0.00037563,0.171110,early,21.125000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand || action:collect-like-terms strategy:coefficient-matching
action:compute milestone:product:cd=-5 action:conclude,3,18,0.040000,1,18,0,1.000000,0.645833,0.354167,1.515152,20.320215,1.216110,339.534386,0.00060766,0.00209787,1.000000,late,21.666667,0.000000,milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5 || milestone:system-solved:c=-1-d=5 action:compute || milestone:product:cd=-5 action:conclude || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
action:collect-like-terms action:solve,2,16,0.035556,1,16,0,1.000000,0.647465,0.352535,1.515152,17.994671,1.072152,302.016929,0.00191580,0.00496055,0.725575,late,20.812500,0.000000,action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching
action:compute milestone:system-solved:c=-1-d=5 action:compute,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.900207,late,21.733333,0.000000,milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5 || milestone:system-solved:c=-1-d=5 action:compute || action:substitute action:compute milestone:system-solved:c=-1-d=5 || action:substitute action:compute || action:solve action:substitute action:compute
milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5,3,21,0.046667,1,21,0,1.000000,0.643357,0.356643,1.515152,23.871609,1.435989,396.837128,0.00019100,0.00089338,0.953809,late,21.428571,0.000000,milestone:system-solved:c=-1-d=5 action:compute || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms
milestone:key-relation:8c-3d=-23 strategy:solve-system,2,22,0.048889,1,22,0,1.000000,0.642523,0.357477,1.515152,25.072595,1.510353,416.217310,0.00010778,0.00055816,0.465994,middle,21.045455,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:combine action:equate action:expand,3,19,0.042222,1,19,0,1.000000,0.645012,0.354988,1.515152,21.495512,1.288872,358.497078,0.00035941,0.00135364,0.119541,early,21.052632,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:collect-like-terms action:solve action:substitute,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.762947,late,20.866667,0.000000,milestone:key-relation:8c-3d=-23 strategy:solve-system || action:substitute action:expand action:collect-like-terms || action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
strategy:coefficient-matching milestone:key-relation:c+d=4,2,13,0.028889,1,13,0,1.000000,0.649886,0.350114,1.515152,14.567663,0.860075,246.742056,0.00580935,0.01130678,0.343731,middle,20.153846,0.000000,strategy:coefficient-matching milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || action:substitute action:expand action:collect-like-terms || action:substitute action:expand || action:solve action:substitute
milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23,2,17,0.037778,1,17,0,1.000000,0.646651,0.353349,1.515152,19.153298,1.143871,320.708102,0.00106042,0.00310628,0.404653,middle,20.352941,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:substitute action:expand
action:combine action:equate,2,19,0.042222,1,19,0,1.000000,0.645012,0.354988,1.515152,21.495512,1.288872,358.497078,0.00035941,0.00135364,0.113221,early,21.052632,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:expand action:collect-like-terms action:solve,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.706506,late,20.866667,0.000000,milestone:key-relation:8c-3d=-23 strategy:solve-system || action:substitute action:expand action:collect-like-terms || action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 strategy:solve-system,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.426418,middle,20.400000,0.000000,milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || milestone:key-relation:8c-3d=-23 strategy:solve-system || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms
strategy:coefficient-matching milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23,3,13,0.028889,1,13,0,1.000000,0.649886,0.350114,1.515152,14.567663,0.860075,246.742056,0.00580935,0.01130678,0.363913,middle,20.153846,0.000000,strategy:coefficient-matching milestone:key-relation:c+d=4 || milestone:key-relation:c+d=4 milestone:key-relation:8c-3d=-23 || action:substitute action:expand action:collect-like-terms || action:substitute action:expand || action:solve action:substitute
action:compute milestone:product:cd=-5,2,23,0.051111,1,23,0,1.000000,0.641686,0.358314,1.515152,26.282332,1.585261,435.739543,0.00006291,0.00037563,0.959993,late,21.260870,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:equate action:expand action:collect-like-terms
action:substitute action:expand,2,23,0.051111,1,23,0,1.000000,0.641686,0.358314,1.515152,26.282332,1.585261,435.739543,0.00006291,0.00037563,0.603964,middle,21.173913,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching || action:substitute action:expand action:collect-like-terms
action:collect-like-terms strategy:coefficient-matching,2,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00027277,0.267896,early,21.080000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate action:expand action:collect-like-terms || action:equate action:expand
action:collect-like-terms strategy:coefficient-matching action:equate,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.258732,early,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms
strategy:common-denominator action:combine action:equate,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.068220,early,21.083333,0.000000,strategy:common-denominator action:combine || milestone:key-relation:8c-3d=-23 strategy:solve-system || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms
action:compute action:solve,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.731265,late,21.500000,0.000000,action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:compute milestone:product:cd=-5 || action:collect-like-terms strategy:coefficient-matching
strategy:solve-system action:solve,2,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.518387,middle,21.066667,0.000000,strategy:solve-system action:solve action:substitute || milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve || milestone:key-relation:8c-3d=-23 strategy:solve-system || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
strategy:coefficient-matching action:equate,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.277292,early,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate milestone:key-relation:c+d=4
action:solve action:substitute action:expand,3,16,0.035556,1,16,0,1.000000,0.647465,0.352535,1.515152,17.994671,1.072152,302.016929,0.00191580,0.00496055,0.597688,middle,21.250000,0.000000,action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:collect-like-terms strategy:coefficient-matching
action:factor strategy:common-denominator,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.039758,early,21.333333,0.000000,action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:compute milestone:product:cd=-5
action:equate milestone:key-relation:c+d=4,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.345906,middle,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms
milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.491516,middle,21.066667,0.000000,strategy:solve-system action:solve action:substitute || strategy:solve-system action:solve || milestone:key-relation:8c-3d=-23 strategy:solve-system || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
action:factor strategy:common-denominator action:combine,3,9,0.020000,1,9,0,1.000000,0.653061,0.346939,1.515152,10.109185,0.584408,174.870316,0.03153493,0.04618752,0.042884,early,21.444444,0.000000,strategy:common-denominator action:combine || action:substitute action:expand || action:solve action:substitute || action:factor strategy:common-denominator || action:expand action:collect-like-terms strategy:coefficient-matching
strategy:solve-system action:solve action:substitute,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.547438,middle,21.066667,0.000000,strategy:solve-system action:solve || milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve || milestone:key-relation:8c-3d=-23 strategy:solve-system || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
strategy:coefficient-matching action:equate milestone:key-relation:c+d=4,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01818433,0.311488,early,22.083333,0.000000,strategy:coefficient-matching action:equate || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching || action:expand action:collect-like-terms || action:equate milestone:key-relation:c+d=4
