motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
apply-formula|rewrite|instantiate,apply-formula -> rewrite -> instantiate,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
check-constraint|conclude|case-split,check-constraint -> conclude -> case-split,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
compare|apply-formula|substitute,compare -> apply-formula -> substitute,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
case-split|compute|compare,case-split -> compute -> compare,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
analyze|count|instantiate,analyze -> count -> instantiate,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
conclude|compare|apply-formula,conclude -> compare -> apply-formula,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
substitute|compute|apply-formula,substitute -> compute -> apply-formula,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
conclude|case-split|instantiate,conclude -> case-split -> instantiate,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
count|compute|apply-formula,count -> compute -> apply-formula,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
count|apply-formula|compute,count -> apply-formula -> compute,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
compare|conclude|case-split,compare -> conclude -> case-split,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
count|case-split|analyze,count -> case-split -> analyze,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
apply-formula|instantiate|apply-formula,apply-formula -> instantiate -> apply-formula,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
instantiate|case-split|analyze,instantiate -> case-split -> analyze,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
compute|backtrack|apply-formula,compute -> backtrack -> apply-formula,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
instantiate|apply-formula|analyze,instantiate -> apply-formula -> analyze,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
compute|case-split|check-constraint,compute -> case-split -> check-constraint,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
backtrack|compute|compare,backtrack -> compute -> compare,3,2,2,0,1.000000,0.000000,3.000000,0.333333,correct
